0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,24,0
15,31,0
16,52,35
17,67,75
18,52,168
19,50,205
20,69,242
21,90,366
22,57,599
23,44,672
24,17,646
25,88,598
26,125,792
27,151,1097
28,171,1450
29,149,1787
30,152,2138
31,207,2476
32,207,3073
33,220,3624
34,163,4197
35,126,4596
36,174,4876
37,142,5284
38,131,5588
39,144,5912
40,132,6191
41,122,6527
42,169,6759
43,182,7150
44,195,7573
45,224,8037
46,0,8611
47,0,8557
48,0,8462
49,0,8326
50,0,8223
51,0,8095
52,0,8003
53,0,7920
54,0,7788
55,0,7670
56,0,7522
57,0,7407
58,0,7293
59,0,7213
60,0,7093
61,20,7014
62,30,6895
63,0,6933
64,53,6884
65,85,6968
66,121,7156
67,98,7406
68,130,7534
69,97,7870
70,87,8099
71,88,8290
72,115,8431
73,130,8683
74,147,8969
75,183,9333
76,171,9763
77,177,10160
78,153,10588
79,172,10919
80,129,11360
81,150,11654
82,147,12004
83,139,12309
84,140,12625
85,219,12936
86,262,13510
87,303,14204
88,337,15048
89,322,15905
90,345,16784
91,396,17709
92,396,18787
93,363,19969
94,0,20939
95,0,20827
96,0,20715
97,0,20589
98,0,20440
99,0,20368
100,0,20289
101,0,20127
102,0,20038
103,0,19952
104,0,19880
105,0,19761
106,0,19714
107,0,19563
108,5,19468
109,39,19414
110,0,19382
111,18,19328
112,53,19282
113,29,19302
114,43,19338
115,16,19348
116,1,19294
117,0,19202
118,0,19082
119,0,18949
120,0,18856
121,101,18700
122,63,18949
123,89,19065
124,36,19267
125,71,19244
126,92,19350
127,138,19596
128,133,19930
129,118,20230
130,108,20482
131,133,20699
132,118,21053
133,160,21264
134,148,21638
135,101,21987
136,95,22203
137,162,22373
138,141,22785
139,155,23110
140,125,23460
141,135,23786
142,0,24092
143,0,23970
144,0,23874
145,0,23793
146,0,23656
147,0,23546
148,0,23487
149,0,23388
150,0,23300
151,0,23192
152,0,23138
153,0,23021
154,0,23032
155,0,22921
156,14,22795
157,26,22698
158,75,22658
159,61,22760
160,71,22844
161,81,22911
162,124,23135
163,144,23382
164,89,23722
165,72,23876
166,128,24088
167,135,24305
168,68,24629
169,37,24685
170,18,24743
171,20,24683
172,130,24609
173,131,24920
174,169,25229
175,150,25598
176,69,25962
177,30,26045
178,61,26069
179,112,26081
180,93,26326
181,138,26573
182,121,26896
183,182,27145
184,165,27625
185,266,28027
186,236,28703
187,162,29312
188,134,29634
189,120,29943
190,0,30184
191,0,30133
192,0,30001
193,0,29879
194,0,29715
195,0,29652
196,0,29549
197,0,29462
198,0,29360
199,0,29231
200,0,29120
201,0,28975
202,0,28904
203,0,28735
204,32,28633
205,7,28625
206,0,28519
207,32,28531
208,44,28461
209,58,28536
210,135,28654
211,159,29000
212,100,29410
213,158,29610
214,186,29990
215,164,30479
216,143,30903
217,144,31226
218,103,31571
219,59,31761
220,76,31854
221,77,32010
222,111,32120
223,68,32331
224,93,32443
225,91,32624
226,44,32830
227,64,32854
228,15,32943
229,25,32892
230,0,32850
231,35,32729
232,43,32715
233,42,32685
234,14,32667
235,69,32539
236,41,32659
237,36,32623
238,0,32641
239,0,32606
240,0,32528
241,0,32402
242,0,32316
243,0,32183
244,0,32033
245,0,31931
246,0,31852
247,0,31791
248,0,31714
249,0,31624
250,0,31595
251,0,31465
252,22,31345
253,35,31346
254,0,31345
255,0,31286
256,39,31165
257,65,31190
258,7,31342
259,0,31280
260,0,31195
261,25,31058
262,60,31068
263,51,31180
264,37,31226
265,73,31212
266,29,31314
267,0,31346
268,0,31279
269,0,31279
270,0,31149
271,0,31121
272,26,31045
273,78,31031
274,76,31159
275,43,31262
276,81,31331
277,64,31445
278,55,31521
279,42,31551
280,0,31537
281,3,31476
282,70,31408
283,93,31564
284,67,31754
285,64,31859
286,0,31982
287,0,31857
288,0,31663
289,0,31565
290,0,31439
291,0,31311
292,0,31199
293,0,31082
294,0,31030
295,0,30939
296,0,30887
297,0,30775
298,0,30743
299,0,30664
300,0,30564
301,0,30542
302,45,30445
303,23,30483
304,0,30454
305,0,30381
306,58,30272
307,26,30371
308,1,30390
309,49,30300
310,41,30382
311,48,30371
312,67,30356
313,59,30479
314,70,30520
315,64,30659
316,19,30761
317,56,30764
318,55,30844
319,104,30929
320,103,31164
321,142,31413
322,141,31761
323,97,32116
324,63,32310
325,72,32462
326,161,32563
327,155,32912
328,104,33256
329,161,33473
330,143,33932
331,97,34259
332,160,34409
333,203,34806
334,0,35310
335,0,35200
336,0,35066
337,0,34999
338,0,34944
339,0,34896
340,0,34811
341,0,34662
342,0,34527
343,0,34409
344,0,34337
345,0,34224
346,0,34100
347,0,33976
348,0,33879
349,0,33778
350,0,33693
351,0,33597
352,0,33509
353,6,33379
354,24,33275
355,83,33276
356,57,33454
357,56,33524
358,59,33518
359,39,33584
360,14,33650
361,69,33583
362,90,33691
363,57,33865
364,35,33903
365,30,33911
366,16,33934
367,0,33899
368,54,33749
369,0,33834
370,10,33775
371,5,33750
372,0,33671
373,6,33584
374,0,33418
375,0,33264
376,0,33172
377,18,33095
378,0,33029
379,0,32917
380,21,32871
381,4,32863
382,0,32759
383,0,32686
384,0,32584
385,0,32455
386,0,32356
387,0,32203
388,0,32124
389,0,32051
390,0,32040
391,0,31911
392,0,31829
393,0,31778
394,0,31713
395,0,31604
396,13,31554
397,0,31494
398,0,31434
399,0,31309
400,1,31212
401,0,31119
402,1,30978
403,0,30851
404,7,30697
405,18,30601
406,72,30528
407,36,30651
408,18,30666
409,36,30668
410,53,30670
411,9,30727
412,0,30690
413,6,30597
414,0,30596
415,0,30483
416,0,30350
417,21,30287
418,0,30230
419,0,30111
420,25,30035
421,11,30036
422,0,29994
423,2,29874
424,0,29739
425,46,29630
426,0,29684
427,0,29525
428,0,29424
429,0,29338
430,0,29220
431,0,29129
432,0,29009
433,0,28943
434,0,28814
435,0,28657
436,0,28540
437,0,28360
438,0,28249
439,0,28140
440,0,28035
441,0,27935
442,0,27805
443,0,27664
444,0,27503
445,38,27394
446,53,27434
447,81,27497
448,58,27646
449,30,27734
450,9,27737
451,4,27683
452,49,27539
453,118,27614
454,128,27831
455,116,28151
456,139,28381
457,122,28713
458,143,28999
459,119,29275
460,119,29490
461,139,29789
462,191,30183
463,144,30671
464,140,31045
465,100,31384
466,106,31556
467,85,31812
468,122,31967
469,111,32132
470,141,32381
471,109,32675
472,72,32879
473,71,32977
474,19,33025
475,30,32930
476,6,32981
477,0,32882
478,0,32771
479,0,32698
480,0,32578
481,0,32449
482,0,32360
483,0,32272
484,0,32193
485,0,32136
486,0,31961
487,0,31797
488,0,31735
489,0,31643
490,0,31501
491,0,31392
492,0,31238
493,1,31197
494,0,31096
